contract_number,Date Signed,Vendor Name,Award Amount
C-503599,"Jun 12, 2015",Universal Contractors,"$1,725,961"
C-341589,09/24/2016,Bajos LLC,"$5,581,999"
C-686385,"Aug 10, 2013",Marina Holdings,"$970,580"
C-314008,"Aug 13, 2013",Acme Corp,"$9,577,406"
C-524462,"Dec 02, 2011",Island Builders,"$6,396,143"
C-433819,2013-10-31,Island Builders,"$2,671,348"
C-465125,06/23/2010,Global Supply,"$7,692,184"
C-008458,07/28/2011,Universal Contractors,"$5,788,526"
C-809608,"Mar 12, 2017",Acme Corp,"$280,930"
C-196202,"Dec 11, 2010",Tech Solutions,"$9,572,278"
C-403981,06/16/2014,Bajos LLC,"$5,009,044"
C-655243,03/15/2010,Tech Solutions,"$7,146,863"
C-705020,"Jun 15, 2011",Servicios Unidos,"$1,602,266"
C-663200,"Aug 04, 2018",Island Builders,"$1,474,562"
C-616746,05/27/2019,Global Supply,"$9,161,680"
C-548257,2018-02-05,Servicios Unidos,"$1,847,435"
C-301394,"Oct 19, 2017",Global Supply,"$1,431,790"
C-928843,04/19/2016,Acme Corp,"$2,652,750"
C-600741,"Aug 04, 2011",Island Builders,"$4,991,568"
C-288247,09/02/2010,Island Builders,"$9,143,133"
C-866068,2019-01-18,Servicios Unidos,"$4,163,829"
C-552146,"Aug 16, 2015",Acme Corp,"$4,794,080"
C-522129,"Jun 21, 2010",Island Builders,"$959,366"
C-513723,2013-06-19,Universal Contractors,"$1,446,069"
C-811798,04/13/2010,Island Builders,"$5,754,364"
C-214271,"Aug 30, 2017",Servicios Unidos,"$6,014,309"
C-034958,04/23/2017,Acme Corp,"$4,060,462"
C-357757,"Apr 26, 2019",Marina Holdings,"$7,099,524"
C-875725,"Nov 02, 2015",Island Builders,"$4,037,263"
C-147298,2013-07-29,Marina Holdings,"$1,392,589"
C-054946,2017-03-13,Tech Solutions,"$6,447,126"
C-006182,"Oct 29, 2011",Construcciones PR,"$5,252,142"
C-370336,11/18/2019,Tech Solutions,"$9,726,099"
C-406852,2016-04-11,Global Supply,"$5,905,988"
C-408772,08/09/2015,Global Supply,"$6,038,880"
C-864301,"Jun 25, 2016",Global Supply,"$9,393,471"
C-606772,02/27/2014,Construcciones PR,"$200,455"
C-764886,05/26/2019,Marina Holdings,"$141,613"
C-845162,"Jul 08, 2017",Servicios Unidos,"$2,618,154"
C-723442,2012-03-18,Global Supply,"$6,653,980"
C-431919,2012-11-28,Universal Contractors,"$7,240,601"
C-114147,05/28/2013,Island Builders,"$9,968,832"
C-909024,12/19/2013,Island Builders,"$1,526,969"
C-013289,2013-10-01,Island Builders,"$9,721,008"
C-537499,"Aug 12, 2016",Island Builders,"$8,378,273"
C-029180,"Mar 15, 2011",Acme Corp,"$5,041,409"
C-061130,03/29/2014,Universal Contractors,"$2,534,511"
C-693836,2019-09-09,Bajos LLC,"$9,707,539"
C-995097,2014-10-27,Island Builders,"$3,823,986"
C-705350,11/20/2010,Acme Corp,"$7,953,126"
C-488313,09/16/2017,Universal Contractors,"$9,828,763"
C-703275,09/02/2010,Universal Contractors,"$7,726,151"
C-748158,2015-11-13,Island Builders,"$4,719,183"
C-778150,09/18/2016,Universal Contractors,"$6,167,131"
C-972012,"Jun 25, 2019",Servicios Unidos,"$8,025,825"
C-140769,05/22/2013,Construcciones PR,"$8,753,970"
C-460949,10/25/2014,Bajos LLC,"$148,131"
C-491730,"Apr 13, 2017",Tech Solutions,"$4,553,057"
C-363199,2010-09-14,Bajos LLC,"$5,649,136"
C-403924,"Dec 14, 2015",Construcciones PR,"$9,439,428"
C-240731,"Mar 03, 2014",Bajos LLC,"$7,509,461"
C-295047,12/14/2013,Bajos LLC,"$3,577,400"
C-136022,2018-06-25,Island Builders,"$233,326"
C-296976,"Dec 19, 2010",Global Supply,"$9,382,365"
C-193373,"Oct 28, 2018",Tech Solutions,"$8,303,903"
C-779288,03/19/2015,Construcciones PR,"$3,075,531"
C-926990,2018-12-16,Servicios Unidos,"$436,931"
C-218607,07/18/2015,Universal Contractors,"$397,249"
C-004901,07/27/2012,Marina Holdings,"$7,028,066"
C-999286,06/09/2010,Marina Holdings,"$1,969,398"
C-100351,2010-11-14,Global Supply,"$5,146,575"
C-309930,2019-01-18,Construcciones PR,"$281,332"
C-246845,"May 24, 2018",Marina Holdings,"$7,468,154"
C-273962,2016-01-26,Acme Corp,"$3,611,242"
C-801297,"Sep 11, 2019",Universal Contractors,"$7,216,910"
C-476300,2019-02-03,Global Supply,"$5,295,994"
C-892088,11/22/2014,Island Builders,"$3,966,121"
C-738843,05/23/2019,Acme Corp,"$2,270,048"
C-715268,2010-11-11,Tech Solutions,"$295,612"
C-930058,"Sep 22, 2014",Tech Solutions,"$2,730,398"
C-892553,"Jan 08, 2016",Acme Corp,"$5,219,980"
C-930582,"Jun 09, 2012",Tech Solutions,"$4,732,740"
C-385013,"Oct 22, 2018",Global Supply,"$4,488,491"
C-414731,"Nov 27, 2017",Construcciones PR,"$2,110,751"
C-650783,01/22/2017,Marina Holdings,"$8,811,021"
C-156731,08/16/2013,Bajos LLC,"$6,551,977"
C-005039,"Aug 26, 2015",Global Supply,"$7,338,943"
C-497007,"May 12, 2019",Acme Corp,"$3,648,629"
C-070077,10/31/2019,Global Supply,"$5,461,791"
C-285155,2017-05-08,Tech Solutions,"$7,248,191"
C-032512,"Jul 06, 2012",Global Supply,"$3,530,349"
C-583550,12/29/2010,Global Supply,"$637,815"
C-629321,02/11/2016,Bajos LLC,"$3,942,026"
C-395958,"Oct 25, 2013",Universal Contractors,"$2,876,121"
C-014186,2011-03-19,Island Builders,"$4,497,697"
C-231102,"Oct 08, 2010",Marina Holdings,"$6,741,896"
C-411770,2017-08-10,Bajos LLC,"$6,682,681"
C-489037,01/11/2011,Construcciones PR,"$7,407,528"
C-906709,05/02/2013,Acme Corp,"$8,254,296"
C-782645,09/28/2010,Tech Solutions,"$1,582,786"
C-537996,06/21/2012,Marina Holdings,"$9,619,533"
C-368367,"Nov 14, 2019",Servicios Unidos,"$8,363,907"
C-016434,"Aug 26, 2010",Universal Contractors,"$599,543"
C-121695,2016-03-22,Bajos LLC,"$9,160,353"
C-323606,06/28/2014,Acme Corp,"$1,131,015"
C-270590,"Mar 21, 2010",Tech Solutions,"$6,947,269"
C-923850,12/01/2017,Island Builders,"$6,293,109"
C-767381,01/02/2011,Global Supply,"$2,720,840"
C-254624,"Jul 28, 2012",Marina Holdings,"$1,108,830"
C-789644,"Oct 23, 2017",Acme Corp,"$7,880,551"
C-680654,10/31/2013,Global Supply,"$4,671,693"
C-946750,"Nov 19, 2012",Island Builders,"$7,539,375"
C-303137,2013-08-26,Marina Holdings,"$9,432,898"
C-552305,"Apr 19, 2018",Island Builders,"$1,731,017"
C-501032,"Jul 23, 2016",Servicios Unidos,"$6,458,779"
C-382175,02/13/2016,Global Supply,"$8,984,491"
C-176327,12/27/2010,Universal Contractors,"$9,919,586"
C-168569,2017-03-28,Global Supply,"$7,521,114"
C-834844,"May 06, 2014",Universal Contractors,"$8,204,567"
C-134575,2010-05-17,Island Builders,"$1,552,616"
C-772356,11/01/2014,Universal Contractors,"$4,749,364"
C-826095,2018-07-27,Island Builders,"$1,438,430"
C-051540,10/02/2018,Acme Corp,"$4,822,010"
C-523604,"Dec 07, 2019",Tech Solutions,"$3,198,163"
C-317518,01/11/2014,Bajos LLC,"$8,505,615"
C-217683,2010-12-17,Construcciones PR,"$5,647,827"
C-924304,2016-11-25,Island Builders,"$779,884"
C-569425,05/13/2014,Marina Holdings,"$5,098,662"
C-121665,2016-05-03,Servicios Unidos,"$3,154,474"
C-595985,05/08/2014,Global Supply,"$425,409"
C-540462,"Aug 13, 2013",Island Builders,"$7,347,224"
C-636876,10/28/2016,Marina Holdings,"$8,809,388"
C-174260,"Dec 18, 2012",Tech Solutions,"$5,676,365"
C-034544,"Apr 06, 2019",Bajos LLC,"$1,247,020"
C-417383,"Nov 08, 2018",Marina Holdings,"$9,060,589"
C-853059,"Apr 29, 2013",Universal Contractors,"$6,318,408"
C-678946,2014-11-17,Servicios Unidos,"$2,047,950"
C-645397,2017-11-23,Bajos LLC,"$3,164,765"
C-702366,07/17/2011,Construcciones PR,"$866,290"
C-232430,"Jun 17, 2018",Tech Solutions,"$5,787,969"
C-104221,"Jul 01, 2012",Acme Corp,"$2,491,514"
C-305928,2013-01-01,Tech Solutions,"$7,642,429"
C-712299,"Oct 30, 2015",Island Builders,"$1,942,613"
C-039245,"Jun 21, 2010",Island Builders,"$8,425,823"
C-645508,"Aug 04, 2010",Universal Contractors,"$4,841,808"
C-737624,"Sep 26, 2017",Tech Solutions,"$6,745,215"
C-054213,2012-11-26,Construcciones PR,"$3,107,809"
C-537537,2013-02-28,Bajos LLC,"$7,169,574"
C-796508,"Oct 22, 2013",Construcciones PR,"$9,906,873"
C-592328,"Jan 22, 2012",Tech Solutions,"$8,771,420"
C-377972,2015-04-30,Tech Solutions,"$3,631,821"
C-619335,03/11/2012,Marina Holdings,"$8,461,781"
C-658081,2015-12-18,Acme Corp,"$1,321,421"
C-519202,"Mar 16, 2013",Construcciones PR,"$5,077,386"
C-753870,12/25/2019,Universal Contractors,"$4,433,070"
C-763876,"Feb 06, 2011",Marina Holdings,"$7,623,710"
C-343408,2012-09-25,Global Supply,"$8,173,705"
C-062234,2016-05-01,Marina Holdings,"$6,575,197"
C-042334,2014-05-26,Universal Contractors,"$6,826,798"
C-045278,"Oct 15, 2015",Global Supply,"$4,061,767"
C-253391,"Jul 10, 2016",Tech Solutions,"$2,785,837"
C-399120,"Aug 19, 2014",Marina Holdings,"$4,112,217"
C-961906,04/26/2016,Servicios Unidos,"$5,897,915"
C-715708,"Aug 12, 2011",Servicios Unidos,"$6,826,735"
C-299159,01/03/2015,Island Builders,"$8,522,780"
C-851272,09/17/2015,Bajos LLC,"$9,305,784"
C-720606,06/26/2018,Servicios Unidos,"$3,172,376"
C-021632,"Jul 07, 2011",Bajos LLC,"$594,360"
C-767312,10/10/2016,Acme Corp,"$6,684,998"
C-632377,"Mar 21, 2013",Servicios Unidos,"$2,948,882"
C-045198,08/29/2012,Construcciones PR,"$1,216,652"
C-056620,02/02/2017,Island Builders,"$4,008,263"
C-582976,"Jun 07, 2015",Tech Solutions,"$9,168,269"
C-069022,2019-12-05,Global Supply,"$7,256,702"
C-981665,2010-03-14,Universal Contractors,"$3,257,303"
C-203745,"May 24, 2018",Servicios Unidos,"$3,488,093"
C-359184,"Mar 24, 2015",Marina Holdings,"$6,084,484"
C-368277,2014-06-22,Tech Solutions,"$5,839,504"
C-226393,04/01/2011,Universal Contractors,"$1,208,643"
C-809316,12/15/2012,Acme Corp,"$2,967,751"
C-524572,2010-08-15,Acme Corp,"$6,642,965"
C-501212,"Feb 10, 2013",Bajos LLC,"$4,610,815"
C-768197,10/09/2013,Marina Holdings,"$8,460,970"
C-301280,"Jan 28, 2012",Acme Corp,"$5,160,627"
C-381085,2012-01-15,Global Supply,"$5,379,933"
C-044561,2014-08-20,Global Supply,"$8,403,972"
C-028627,12/14/2013,Acme Corp,"$3,406,806"
C-356425,2019-08-26,Acme Corp,"$7,809,363"
C-830776,12/25/2012,Island Builders,"$1,698,043"
C-587909,2012-08-01,Global Supply,"$2,849,077"
C-348747,2012-01-14,Servicios Unidos,"$4,486,694"
C-592260,06/08/2018,Bajos LLC,"$3,181,578"
C-670719,2014-12-08,Bajos LLC,"$6,249,708"
C-078374,2014-12-06,Construcciones PR,"$1,637,817"
C-432453,"Nov 05, 2011",Acme Corp,"$2,978,086"
C-810848,2015-02-23,Island Builders,"$8,864,303"
C-190274,2016-11-09,Servicios Unidos,"$6,340,061"
C-350140,07/17/2015,Acme Corp,"$6,611,619"
C-264021,2013-09-19,Global Supply,"$3,746,565"
C-083443,"Oct 29, 2015",Marina Holdings,"$1,748,976"
C-474804,"Jan 20, 2015",Bajos LLC,"$4,359,922"
C-301514,"Jun 19, 2018",Marina Holdings,"$550,951"
C-729185,"Apr 05, 2018",Bajos LLC,"$84,485"
C-923032,01/17/2016,Marina Holdings,"$5,689,051"
C-197023,2010-03-09,Marina Holdings,"$5,136,136"
C-867419,"Jul 31, 2011",Universal Contractors,"$8,453,721"
C-402714,01/26/2016,Marina Holdings,"$6,500,068"
C-822731,2016-05-17,Universal Contractors,"$2,263,485"
C-480302,"Dec 23, 2019",Marina Holdings,"$6,947,473"
C-771058,"Apr 16, 2019",Servicios Unidos,"$7,130,640"
C-220397,04/07/2011,Tech Solutions,"$2,004,991"
C-338548,"Aug 24, 2013",Global Supply,"$2,092,942"
C-093963,08/09/2011,Universal Contractors,"$3,963,458"
C-664900,"Jun 11, 2012",Island Builders,"$2,734,451"
C-092275,"Jun 17, 2014",Bajos LLC,"$9,355,732"
C-348673,2010-04-04,Global Supply,"$6,616,763"
C-286890,2019-11-14,Bajos LLC,"$7,411,409"
C-279652,04/06/2015,Global Supply,"$9,173,730"
C-152734,2018-03-15,Marina Holdings,"$1,929,877"
C-136597,2012-07-08,Acme Corp,"$3,103,092"
C-086762,2015-03-30,Construcciones PR,"$5,793,187"
C-707155,"Sep 26, 2019",Island Builders,"$8,313,652"
C-415843,"Apr 03, 2017",Universal Contractors,"$4,479,975"
C-018404,2013-09-23,Acme Corp,"$1,437,215"
C-428767,"Apr 12, 2013",Bajos LLC,"$1,395,666"
C-322425,"Sep 21, 2012",Marina Holdings,"$2,666,023"
C-887864,"May 06, 2011",Island Builders,"$457,390"
C-522725,"Mar 17, 2016",Global Supply,"$8,035,556"
C-158287,11/23/2014,Bajos LLC,"$5,309,990"
C-815346,09/13/2015,Island Builders,"$4,361,428"
C-337033,"Feb 17, 2019",Global Supply,"$6,197,654"
C-472975,2019-07-23,Bajos LLC,"$4,504,119"
C-853125,10/23/2010,Global Supply,"$3,859,665"
C-677096,"Nov 18, 2014",Bajos LLC,"$2,328,034"
C-382854,"Mar 29, 2012",Acme Corp,"$283,164"
C-243872,08/24/2011,Global Supply,"$6,399,800"
C-669112,"Aug 31, 2016",Island Builders,"$3,459,544"
C-811788,2011-05-16,Construcciones PR,"$9,311,886"
C-504919,01/12/2015,Island Builders,"$867,930"
C-906417,"Jul 25, 2013",Universal Contractors,"$3,719,639"
C-955608,2018-02-18,Global Supply,"$8,292,159"
C-712850,11/25/2011,Universal Contractors,"$5,848,393"
C-966061,"Oct 10, 2019",Island Builders,"$6,944,034"
C-183471,11/07/2019,Universal Contractors,"$9,394,574"
C-879153,"Jul 12, 2019",Bajos LLC,"$8,363,414"
C-887941,"Apr 28, 2016",Marina Holdings,"$966,337"
C-657106,05/14/2014,Acme Corp,"$6,003,146"
C-356331,"Mar 14, 2014",Universal Contractors,"$8,331,540"
C-393113,2015-04-24,Marina Holdings,"$2,175,024"
C-267581,2011-05-30,Construcciones PR,"$941,742"
C-147685,"Jun 13, 2011",Bajos LLC,"$1,862,032"
C-156716,2011-05-21,Bajos LLC,"$4,430,982"
C-010528,10/21/2018,Universal Contractors,"$4,125,707"
C-750292,12/09/2017,Global Supply,"$4,171,084"
C-869960,2010-04-20,Global Supply,"$9,968,585"
C-865953,03/02/2017,Marina Holdings,"$6,207,082"
C-176579,2016-12-26,Servicios Unidos,"$1,178,268"
C-468737,06/29/2017,Bajos LLC,"$4,693,159"
C-169864,"Nov 01, 2011",Marina Holdings,"$1,996,720"
C-473087,"Sep 03, 2010",Tech Solutions,"$2,041,473"
C-609655,2015-02-15,Marina Holdings,"$5,861,899"
C-159331,"Jan 27, 2015",Island Builders,"$8,765,255"
C-794842,"Jan 13, 2014",Island Builders,"$3,239,595"
C-250053,05/23/2015,Marina Holdings,"$8,812,959"
C-762301,"Oct 25, 2012",Tech Solutions,"$2,596,087"
C-148289,"May 06, 2010",Acme Corp,"$8,768,884"
C-769516,2013-01-27,Universal Contractors,"$419,928"
C-695469,"Dec 13, 2015",Island Builders,"$9,020,452"
C-281326,07/12/2018,Universal Contractors,"$9,797,589"
C-165147,2015-03-17,Construcciones PR,"$7,171,682"
C-143404,2016-05-13,Marina Holdings,"$1,305,321"
C-058154,"Jul 08, 2016",Bajos LLC,"$8,452,069"
C-315591,02/21/2015,Global Supply,"$4,769,949"
C-135348,03/14/2016,Global Supply,"$5,431,410"
C-388265,01/10/2017,Tech Solutions,"$1,113,057"
C-517663,2011-11-30,Marina Holdings,"$4,440,515"
C-998739,2018-09-06,Servicios Unidos,"$884,837"
C-323152,09/09/2017,Marina Holdings,"$5,775,961"
C-016605,2015-06-22,Island Builders,"$107,913"
C-074016,2012-11-15,Tech Solutions,"$1,784,906"
C-514896,03/21/2019,Island Builders,"$9,723,442"
C-125360,01/08/2017,Servicios Unidos,"$6,480,550"
C-846664,"Oct 11, 2012",Bajos LLC,"$7,736,091"
C-625607,2014-01-21,Marina Holdings,"$7,405,098"
C-256096,10/12/2017,Servicios Unidos,"$6,423,516"
C-367761,"Jul 18, 2014",Marina Holdings,"$2,931,535"
C-284962,"Jun 24, 2017",Marina Holdings,"$7,114,605"
C-503315,"Oct 02, 2014",Marina Holdings,"$4,369,597"
C-847090,11/11/2018,Universal Contractors,"$2,281,873"
C-252825,"Nov 04, 2016",Global Supply,"$7,141,030"
C-427885,2014-12-15,Tech Solutions,"$5,023,448"
C-230049,"Apr 20, 2018",Tech Solutions,"$5,999,580"
C-326065,"Jun 02, 2018",Tech Solutions,"$6,787,019"
C-644760,"Sep 23, 2013",Marina Holdings,"$7,411,354"
C-759008,"May 07, 2010",Universal Contractors,"$6,592,857"
C-194299,"Feb 25, 2017",Acme Corp,"$1,032,902"
C-720727,"Aug 01, 2017",Servicios Unidos,"$1,748,577"
C-072706,"Oct 30, 2015",Marina Holdings,"$2,666,511"
C-456053,"Apr 05, 2017",Island Builders,"$4,143,481"
C-500632,2019-11-30,Construcciones PR,"$6,903,684"
C-039971,01/07/2019,Construcciones PR,"$3,053,735"
C-219054,"Apr 23, 2013",Global Supply,"$1,689,242"
C-041093,"Aug 21, 2014",Universal Contractors,"$5,070,732"
C-812345,2017-12-17,Tech Solutions,"$2,489,712"
C-383417,07/15/2015,Construcciones PR,"$7,727,534"
C-484987,2017-04-10,Construcciones PR,"$7,012,456"
C-428447,2013-04-07,Marina Holdings,"$6,744,881"
C-320221,09/24/2016,Marina Holdings,"$4,349,945"
C-236575,02/19/2014,Bajos LLC,"$5,427,358"
C-647419,2010-12-03,Island Builders,"$2,302,920"
C-453580,06/17/2015,Global Supply,"$1,693,297"
C-582315,2015-12-14,Island Builders,"$330,370"
C-138697,"Jan 14, 2017",Marina Holdings,"$9,428,249"
C-944030,"Mar 15, 2010",Construcciones PR,"$7,582,776"
C-665903,"Oct 12, 2018",Global Supply,"$998,055"
C-277129,2014-08-14,Tech Solutions,"$5,202,143"
C-335767,07/17/2012,Acme Corp,"$2,502,934"
C-565627,2015-09-04,Construcciones PR,"$2,090,576"
C-012553,2011-06-28,Bajos LLC,"$9,520,575"
C-411147,06/24/2015,Universal Contractors,"$8,709,704"
C-233548,"Jul 23, 2015",Island Builders,"$2,702,082"
C-269551,2013-08-05,Tech Solutions,"$9,216,173"
C-553566,2019-11-29,Servicios Unidos,"$174,172"
C-617926,"May 17, 2010",Servicios Unidos,"$9,570,022"
C-660472,10/13/2014,Tech Solutions,"$2,328,020"
C-791501,2018-03-09,Bajos LLC,"$5,790,826"
C-688782,02/24/2014,Marina Holdings,"$1,211,480"
C-281483,"Dec 22, 2017",Marina Holdings,"$8,959,927"
C-308630,02/24/2019,Tech Solutions,"$193,543"
C-803771,"May 16, 2015",Island Builders,"$6,227,096"
C-413454,2014-07-25,Island Builders,"$4,939,877"
C-078563,"Feb 03, 2010",Bajos LLC,"$5,190,426"
C-727261,2013-11-08,Bajos LLC,"$2,603,060"
C-712642,05/10/2013,Servicios Unidos,"$7,869,385"
C-502210,09/09/2017,Servicios Unidos,"$6,452,838"
C-362672,09/14/2018,Acme Corp,"$2,671,326"
C-006131,2014-05-16,Servicios Unidos,"$9,003,480"
C-684408,04/15/2018,Servicios Unidos,"$6,222,750"
C-209435,"Nov 30, 2010",Universal Contractors,"$997,121"
C-113523,2015-03-07,Universal Contractors,"$9,960,558"
C-922955,"Dec 05, 2017",Marina Holdings,"$159,264"
C-749945,06/10/2019,Island Builders,"$330,490"
C-236814,09/24/2018,Marina Holdings,"$6,554,812"
C-212962,08/06/2013,Marina Holdings,"$4,366,079"
C-844124,"Sep 12, 2016",Acme Corp,"$5,863,312"
C-977374,"Aug 10, 2017",Bajos LLC,"$3,111,819"
C-180451,11/29/2018,Global Supply,"$8,391,637"
C-137677,"Jun 28, 2011",Island Builders,"$2,309,548"
C-982177,08/30/2014,Bajos LLC,"$2,584,354"
C-088985,03/06/2012,Acme Corp,"$5,075,310"
C-882324,2013-07-13,Servicios Unidos,"$7,297,918"
C-814107,"Jun 22, 2012",Tech Solutions,"$5,131,000"
C-563322,05/01/2016,Marina Holdings,"$6,097,471"
C-393987,"Jun 30, 2014",Bajos LLC,"$5,990,048"
C-199413,"Jul 11, 2018",Construcciones PR,"$9,521,775"
C-377805,2016-06-16,Construcciones PR,"$7,085,728"
C-393983,"Nov 10, 2010",Tech Solutions,"$5,591,045"
C-985005,07/13/2014,Global Supply,"$6,916,620"
C-612710,"Jun 18, 2015",Bajos LLC,"$5,486,557"
C-149518,04/19/2017,Island Builders,"$4,875,053"
C-773484,2015-05-24,Bajos LLC,"$488,033"
C-328207,2014-09-27,Island Builders,"$2,787,361"
C-252648,"Jan 09, 2018",Bajos LLC,"$3,682,367"
C-449555,"Sep 16, 2013",Bajos LLC,"$3,919,688"
C-274398,2018-01-08,Bajos LLC,"$3,216,032"
C-680258,03/19/2016,Tech Solutions,"$801,625"
C-702044,2011-01-03,Universal Contractors,"$6,264,408"
C-170137,"Jun 20, 2012",Bajos LLC,"$9,331,837"
C-673935,"Apr 21, 2013",Tech Solutions,"$6,014,549"
C-256195,2017-04-07,Marina Holdings,"$4,408,152"
C-087946,02/17/2016,Marina Holdings,"$7,166,491"
C-918479,07/22/2019,Bajos LLC,"$153,970"
C-250117,07/01/2011,Island Builders,"$4,203,537"
C-332740,02/19/2011,Marina Holdings,"$8,840,608"
C-092460,"Aug 31, 2011",Bajos LLC,"$6,328,833"
C-915693,01/21/2015,Bajos LLC,"$1,738,608"
C-125336,06/20/2013,Acme Corp,"$918,585"
C-275742,2012-06-28,Construcciones PR,"$7,657,636"
C-920969,2010-04-27,Bajos LLC,"$8,862,232"
C-393944,04/01/2012,Construcciones PR,"$9,410,131"
C-676937,"Jun 16, 2018",Servicios Unidos,"$2,690,412"
C-210632,"Mar 30, 2011",Servicios Unidos,"$7,242,327"
C-392096,01/18/2012,Servicios Unidos,"$7,284,890"
C-663885,2013-04-30,Construcciones PR,"$7,251,598"
C-100427,2011-03-22,Tech Solutions,"$5,338,811"
C-365135,07/24/2012,Marina Holdings,"$547,636"
C-198866,"Sep 18, 2013",Construcciones PR,"$1,733,416"
C-387900,2014-01-17,Servicios Unidos,"$1,694,606"
C-731568,2015-08-10,Bajos LLC,"$5,434,329"
C-157014,10/11/2012,Universal Contractors,"$9,324,004"
C-028803,07/23/2016,Construcciones PR,"$2,419,646"
C-063965,"Aug 31, 2015",Bajos LLC,"$706,102"
C-953255,"Jun 22, 2011",Acme Corp,"$5,502,006"
C-011533,04/25/2013,Bajos LLC,"$1,817,210"
C-704915,2019-04-26,Marina Holdings,"$1,752,332"
C-944024,2013-11-24,Servicios Unidos,"$9,556,455"
C-998523,10/14/2016,Universal Contractors,"$2,075,681"
C-090738,"Sep 14, 2017",Bajos LLC,"$5,357,766"
C-219054,09/07/2016,Island Builders,"$4,211,275"
C-721426,08/25/2011,Servicios Unidos,"$171,638"
C-195057,"Jun 06, 2011",Bajos LLC,"$6,473,778"
C-533369,2018-06-21,Global Supply,"$7,857,909"
C-109600,2015-10-28,Universal Contractors,"$450,470"
C-381920,"Jan 19, 2019",Marina Holdings,"$4,368,558"
C-789178,2010-02-16,Global Supply,"$6,267,481"
C-652952,03/02/2016,Global Supply,"$4,035,838"
C-873646,"Feb 28, 2011",Island Builders,"$570,147"
C-813045,"Sep 22, 2019",Global Supply,"$8,228,535"
C-762581,2014-12-07,Construcciones PR,"$7,501,242"
C-559544,05/22/2019,Construcciones PR,"$145,207"
C-097448,"Jan 27, 2011",Acme Corp,"$303,286"
C-813727,06/04/2014,Tech Solutions,"$7,679,911"
C-728499,2014-08-23,Marina Holdings,"$6,447,458"
C-963794,"Oct 12, 2016",Servicios Unidos,"$2,023,157"
C-442180,02/18/2011,Bajos LLC,"$4,028,389"
C-428275,"Mar 18, 2015",Bajos LLC,"$7,338,548"
C-074696,07/20/2010,Construcciones PR,"$2,091,083"
C-319339,12/29/2015,Island Builders,"$5,920,343"
C-696189,"Nov 01, 2014",Bajos LLC,"$302,061"
C-944938,"Jun 26, 2019",Marina Holdings,"$1,005,482"
C-855637,2010-03-04,Acme Corp,"$5,489,772"
C-403051,2016-06-24,Acme Corp,"$8,570,102"
C-900044,2010-02-10,Bajos LLC,"$3,030,943"
C-041561,"Sep 24, 2015",Marina Holdings,"$8,814,820"
C-334833,2010-04-29,Marina Holdings,"$9,196,590"
C-430302,2015-09-15,Island Builders,"$6,107,692"
C-650614,04/16/2012,Acme Corp,"$6,935,436"
C-215052,01/29/2016,Marina Holdings,"$8,017,217"
C-167192,2011-10-09,Universal Contractors,"$3,124,812"
C-845861,09/28/2017,Universal Contractors,"$6,272,450"
C-704233,"Dec 29, 2015",Acme Corp,"$3,049,798"
C-865599,2015-07-01,Universal Contractors,"$5,912,844"
C-036614,"Jan 22, 2012",Island Builders,"$8,543,846"
C-629085,01/20/2018,Island Builders,"$2,803,762"
C-342153,04/10/2017,Island Builders,"$4,385,277"
C-568315,"Oct 01, 2015",Marina Holdings,"$8,258,359"
C-539170,05/12/2011,Tech Solutions,"$2,704,146"
