contract_number,Date Signed,Vendor Name,Award Amount
C-361827,2018-01-20,Universal Contractors,"$2,718,655"
C-806179,05/14/2015,Global Supply,"$9,729,706"
C-840555,2010-05-08,Island Builders,"$5,792,482"
C-845872,"Jan 16, 2019",Servicios Unidos,"$2,930,750"
C-968803,11/08/2014,Marina Holdings,"$9,190,906"
C-443086,03/21/2017,Marina Holdings,"$6,895,059"
C-939377,"Oct 29, 2013",Marina Holdings,"$6,707,543"
C-182761,2019-09-23,Construcciones PR,"$3,766,013"
C-982441,"Jun 14, 2016",Servicios Unidos,"$2,794,020"
C-959345,2013-03-19,Tech Solutions,"$6,080,448"
C-399643,11/15/2012,Bajos LLC,"$455,459"
C-653168,"Dec 15, 2017",Construcciones PR,"$8,119,341"
C-767954,"Jul 15, 2011",Universal Contractors,"$7,802,932"
C-172929,04/21/2013,Tech Solutions,"$1,781,496"
C-772935,2014-10-18,Tech Solutions,"$2,942,296"
C-535385,"Nov 27, 2010",Acme Corp,"$7,604,290"
C-990231,2016-01-17,Tech Solutions,"$6,373,757"
C-835305,04/12/2010,Global Supply,"$4,943,618"
C-613165,2018-06-24,Tech Solutions,"$832,836"
C-189953,"Apr 06, 2015",Global Supply,"$7,240,468"
C-491325,08/20/2019,Island Builders,"$1,512,300"
C-324834,2010-11-03,Island Builders,"$7,212,188"
C-263039,2016-01-08,Bajos LLC,"$9,071,008"
C-920976,2011-01-05,Global Supply,"$3,559,351"
C-929094,05/26/2013,Universal Contractors,"$6,993,727"
C-723858,10/27/2019,Bajos LLC,"$2,457,332"
C-790481,10/31/2017,Universal Contractors,"$7,528,071"
C-482710,"Sep 04, 2016",Acme Corp,"$9,178,809"
C-115185,"Dec 09, 2010",Tech Solutions,"$6,458,306"
C-879888,11/14/2016,Global Supply,"$5,599,369"
C-085934,05/23/2019,Marina Holdings,"$6,707,987"
C-901883,2016-12-25,Servicios Unidos,"$2,249,828"
C-243825,"Jul 09, 2012",Acme Corp,"$7,479,096"
C-221426,"Apr 29, 2019",Construcciones PR,"$8,164,229"
C-776129,07/25/2010,Servicios Unidos,"$5,490,349"
C-484942,2018-04-29,Bajos LLC,"$880,569"
C-595217,"Oct 22, 2010",Global Supply,"$7,622,316"
C-568221,2017-01-23,Servicios Unidos,"$2,004,401"
C-094828,"Sep 26, 2013",Island Builders,"$408,209"
C-020012,2016-01-31,Servicios Unidos,"$8,409,618"
C-650535,10/24/2016,Marina Holdings,"$8,358,778"
C-259419,2011-05-28,Construcciones PR,"$5,838,450"
C-912829,"Jan 17, 2018",Global Supply,"$1,705,416"
C-007443,01/03/2018,Acme Corp,"$8,391,554"
C-948497,11/14/2015,Marina Holdings,"$3,972,662"
C-570805,"Feb 26, 2017",Construcciones PR,"$7,585,374"
C-659728,"Mar 24, 2010",Marina Holdings,"$5,179,413"
C-536603,05/15/2013,Tech Solutions,"$9,445,604"
C-928460,"Aug 21, 2017",Marina Holdings,"$8,450,791"
C-231756,05/08/2012,Construcciones PR,"$7,320,383"
C-084025,2017-03-10,Universal Contractors,"$1,928,435"
C-057802,04/10/2011,Tech Solutions,"$3,337,025"
C-087655,"Oct 23, 2013",Marina Holdings,"$6,199,767"
C-711299,"Feb 07, 2017",Acme Corp,"$9,433,322"
C-119873,01/12/2010,Marina Holdings,"$2,608,395"
C-642794,06/11/2015,Bajos LLC,"$7,615,709"
C-357018,03/07/2011,Acme Corp,"$101,593"
C-318554,"Nov 27, 2017",Island Builders,"$9,902,751"
C-323959,2012-01-24,Global Supply,"$7,899,583"
C-676723,07/22/2013,Bajos LLC,"$576,992"
C-772364,"Sep 20, 2018",Construcciones PR,"$2,238,150"
C-331886,12/19/2019,Universal Contractors,"$5,396,615"
C-409891,2017-08-23,Global Supply,"$4,310,361"
C-919640,2014-09-29,Marina Holdings,"$8,668,763"
C-466336,2015-01-06,Construcciones PR,"$5,354,600"
C-758205,11/03/2017,Universal Contractors,"$5,314,351"
C-079164,"Jun 21, 2015",Universal Contractors,"$4,677,563"
C-535410,"Jun 10, 2010",Global Supply,"$5,862,876"
C-618245,2014-10-07,Servicios Unidos,"$7,406,379"
C-960782,2018-11-28,Servicios Unidos,"$44,540"
C-050146,"Feb 25, 2012",Acme Corp,"$9,486,090"
C-134722,2016-05-15,Construcciones PR,"$1,923,940"
C-425287,07/11/2014,Bajos LLC,"$1,030,699"
C-622829,05/04/2015,Acme Corp,"$4,064,147"
C-186691,07/24/2016,Island Builders,"$2,221,789"
C-580186,2011-04-21,Servicios Unidos,"$4,351,189"
C-813370,"May 10, 2015",Island Builders,"$4,149,080"
C-350320,"Mar 17, 2012",Bajos LLC,"$4,168,648"
C-392166,08/04/2017,Tech Solutions,"$9,674,801"
C-074958,10/04/2011,Construcciones PR,"$6,521,217"
C-488344,"Oct 30, 2012",Island Builders,"$2,362,445"
C-832616,"Nov 21, 2015",Universal Contractors,"$3,898,973"
C-578433,12/25/2010,Universal Contractors,"$6,011,169"
C-523652,"Dec 25, 2018",Island Builders,"$6,739,585"
C-758523,06/22/2011,Universal Contractors,"$4,755,785"
C-624677,2018-12-30,Bajos LLC,"$1,423,864"
C-918161,"Jan 29, 2019",Marina Holdings,"$3,641,915"
C-051554,"Mar 14, 2015",Island Builders,"$9,783,307"
C-523038,2017-02-05,Island Builders,"$4,111,341"
C-294941,11/23/2011,Global Supply,"$1,535,899"
C-878600,"Feb 22, 2010",Universal Contractors,"$212,959"
C-512783,2011-10-09,Universal Contractors,"$5,152,067"
C-161409,"Apr 13, 2011",Global Supply,"$1,291,378"
C-351219,02/11/2018,Universal Contractors,"$8,407,047"
C-737831,10/18/2014,Marina Holdings,"$5,417,369"
C-966912,2017-03-29,Tech Solutions,"$8,738,387"
C-787373,"Dec 10, 2016",Acme Corp,"$4,673,539"
C-914989,05/16/2011,Marina Holdings,"$7,311,179"
C-716664,2011-06-28,Global Supply,"$1,573,557"
C-398232,11/14/2017,Construcciones PR,"$168,456"
C-667124,2013-08-07,Acme Corp,"$6,486,745"
C-401171,"Nov 07, 2017",Island Builders,"$180,684"
C-261939,"Aug 22, 2015",Bajos LLC,"$6,833,822"
C-794587,"Sep 12, 2019",Marina Holdings,"$2,403,327"
C-376145,2018-07-15,Marina Holdings,"$6,917,385"
C-572807,2010-11-17,Marina Holdings,"$7,867,470"
C-720700,2014-01-15,Global Supply,"$5,363,171"
C-394413,"Jun 05, 2016",Tech Solutions,"$5,897,152"
C-906608,2015-08-07,Island Builders,"$7,146,647"
C-457286,"Oct 02, 2013",Island Builders,"$1,812,944"
C-115415,2015-11-24,Marina Holdings,"$2,344,999"
C-310771,2012-10-25,Servicios Unidos,"$8,527,366"
C-308021,2019-06-09,Tech Solutions,"$7,468,978"
C-537667,"Jul 26, 2010",Servicios Unidos,"$4,347,345"
C-922691,"Jul 15, 2012",Universal Contractors,"$9,389,629"
C-688689,02/03/2018,Acme Corp,"$6,095,244"
C-628601,2019-10-30,Construcciones PR,"$4,479,032"
C-983997,05/18/2010,Construcciones PR,"$464,202"
C-871298,2013-05-06,Construcciones PR,"$1,955,787"
C-416772,"Jan 29, 2011",Construcciones PR,"$9,063,470"
C-215374,12/13/2019,Construcciones PR,"$8,945,694"
C-972187,06/25/2014,Construcciones PR,"$248,299"
C-247047,2015-04-29,Tech Solutions,"$4,285,466"
C-805803,2019-01-03,Marina Holdings,"$5,849,696"
C-917410,"Oct 27, 2014",Global Supply,"$2,038,124"
C-993809,2014-05-19,Acme Corp,"$791,554"
C-787184,2015-11-21,Island Builders,"$7,872,244"
C-712732,12/06/2014,Tech Solutions,"$7,774,541"
C-168865,2014-12-30,Servicios Unidos,"$8,118,936"
C-647930,10/31/2010,Tech Solutions,"$5,317,081"
C-248109,"Oct 07, 2013",Construcciones PR,"$1,959,625"
C-536243,2018-11-30,Servicios Unidos,"$7,300,954"
C-070808,"Jul 09, 2012",Construcciones PR,"$8,620,359"
C-853515,05/28/2015,Construcciones PR,"$8,759,016"
C-611337,"Feb 25, 2018",Tech Solutions,"$2,665,581"
C-701397,12/17/2018,Acme Corp,"$9,141,351"
C-539811,2013-12-26,Universal Contractors,"$1,387,927"
C-008806,"Aug 23, 2018",Global Supply,"$6,173,747"
C-127419,2015-02-10,Construcciones PR,"$6,476,005"
C-799400,2016-11-13,Global Supply,"$6,905,378"
C-123878,04/29/2018,Marina Holdings,"$1,639,787"
C-754976,"Oct 10, 2015",Global Supply,"$5,824,636"
C-196871,12/23/2015,Global Supply,"$1,826,070"
C-033482,04/27/2013,Island Builders,"$1,031,065"
C-931824,11/07/2016,Acme Corp,"$7,511,879"
C-314782,2014-11-17,Acme Corp,"$3,600,514"
C-879738,11/19/2010,Servicios Unidos,"$4,681,958"
C-448238,2012-04-11,Bajos LLC,"$5,425,594"
C-141139,"Dec 26, 2019",Island Builders,"$6,789,998"
C-579529,01/31/2010,Global Supply,"$5,354,582"
C-457700,"Jun 29, 2017",Island Builders,"$2,879,765"
C-371311,2012-08-05,Tech Solutions,"$3,056,954"
C-960826,"Apr 23, 2014",Tech Solutions,"$418,459"
C-632677,11/28/2011,Acme Corp,"$3,872,963"
C-480872,"Sep 28, 2016",Tech Solutions,"$6,931,889"
C-049882,01/06/2016,Acme Corp,"$9,412,035"
C-211592,"Jul 08, 2015",Marina Holdings,"$1,485,125"
C-694946,2019-03-27,Island Builders,"$8,938,844"
C-703834,2015-10-29,Tech Solutions,"$1,591,410"
C-714346,2016-05-23,Acme Corp,"$143,977"
C-215937,03/14/2014,Servicios Unidos,"$5,792,429"
C-624168,2011-05-01,Island Builders,"$2,901,794"
C-319398,2017-04-16,Acme Corp,"$6,966,282"
C-638443,"Sep 23, 2015",Marina Holdings,"$2,936,195"
C-517424,2017-12-19,Marina Holdings,"$5,764,590"
C-829762,2017-08-29,Global Supply,"$6,339,547"
C-357742,2018-12-06,Construcciones PR,"$8,674,692"
C-202455,06/09/2016,Servicios Unidos,"$8,518,909"
C-239764,11/18/2011,Acme Corp,"$3,573,948"
C-734177,"Jan 01, 2016",Tech Solutions,"$1,535,729"
C-312575,"Sep 18, 2016",Marina Holdings,"$104,440"
C-851069,2010-11-29,Marina Holdings,"$1,693,805"
C-789258,06/16/2018,Marina Holdings,"$8,463,160"
C-886636,"May 17, 2018",Universal Contractors,"$5,446,845"
C-371540,2010-06-07,Acme Corp,"$6,048,840"
C-472228,2011-12-18,Bajos LLC,"$6,230,772"
C-566059,2012-04-26,Bajos LLC,"$6,289,755"
C-211972,2019-06-14,Global Supply,"$5,977,166"
C-048407,"Dec 07, 2015",Universal Contractors,"$4,656,787"
C-846817,08/17/2017,Bajos LLC,"$8,386,018"
C-778665,"Jan 04, 2018",Tech Solutions,"$397,397"
C-030369,"Oct 22, 2017",Universal Contractors,"$1,888,555"
C-114481,"Jun 05, 2019",Global Supply,"$5,821,126"
C-303307,01/08/2017,Global Supply,"$5,262,445"
C-580562,"Aug 10, 2016",Bajos LLC,"$7,930,717"
C-457153,2016-02-03,Island Builders,"$2,263,554"
C-446660,"Apr 17, 2013",Marina Holdings,"$6,412,362"
C-529297,02/18/2013,Tech Solutions,"$3,746,026"
C-009012,03/26/2014,Acme Corp,"$9,815,817"
C-117518,12/27/2014,Bajos LLC,"$4,269,922"
C-186881,2018-09-30,Global Supply,"$6,022,967"
C-066124,2013-04-10,Servicios Unidos,"$4,895,407"
C-518035,01/28/2011,Acme Corp,"$249,075"
C-885267,2010-02-17,Global Supply,"$4,463,572"
C-025955,2018-08-08,Marina Holdings,"$1,568,231"
C-001189,"Mar 11, 2018",Bajos LLC,"$459,165"
C-821698,"Dec 21, 2018",Construcciones PR,"$7,971,502"
C-546240,2014-09-27,Acme Corp,"$841,518"
C-590013,2012-01-30,Marina Holdings,"$8,045,957"
C-843694,2011-04-05,Servicios Unidos,"$4,198,143"
C-666326,11/14/2012,Construcciones PR,"$8,268,608"
C-925835,"Sep 24, 2018",Acme Corp,"$1,814,767"
C-439781,"Dec 04, 2013",Universal Contractors,"$5,208,850"
C-177551,"Dec 09, 2019",Construcciones PR,"$3,905,740"
C-997264,2017-02-12,Island Builders,"$6,952,539"
C-596474,01/24/2011,Acme Corp,"$5,438,069"
C-837697,2015-01-02,Servicios Unidos,"$9,807,734"
C-167283,01/12/2018,Marina Holdings,"$239,344"
C-692107,09/17/2016,Acme Corp,"$1,019,035"
C-088845,06/13/2012,Tech Solutions,"$8,028,693"
C-513657,"Nov 28, 2011",Bajos LLC,"$4,275,056"
C-788189,"Jan 08, 2016",Servicios Unidos,"$8,443,403"
C-694463,2017-12-22,Acme Corp,"$7,460,171"
C-193108,2019-11-11,Tech Solutions,"$6,798,975"
C-481892,"Jun 29, 2013",Construcciones PR,"$7,678,417"
C-366987,06/22/2011,Bajos LLC,"$4,044,558"
C-669222,10/08/2017,Marina Holdings,"$4,698,144"
C-937180,"Jan 08, 2016",Tech Solutions,"$1,238,892"
C-590341,"Dec 14, 2018",Island Builders,"$4,004,761"
C-188351,2013-11-21,Bajos LLC,"$6,125,740"
C-973705,"Mar 27, 2018",Servicios Unidos,"$6,524,744"
C-432466,05/06/2011,Acme Corp,"$7,643,020"
C-145541,10/31/2019,Universal Contractors,"$1,809,692"
C-168761,10/06/2018,Construcciones PR,"$8,581,838"
C-751330,2013-08-13,Servicios Unidos,"$5,537,162"
C-773781,2010-01-23,Bajos LLC,"$7,685,710"
C-365164,09/07/2015,Servicios Unidos,"$3,922,777"
C-449922,10/20/2017,Global Supply,"$4,828,882"
C-125978,"Jun 12, 2015",Universal Contractors,"$7,853,084"
C-713051,2013-05-29,Marina Holdings,"$4,152,331"
C-042357,"Jul 19, 2016",Servicios Unidos,"$8,078,840"
C-189283,2016-05-06,Island Builders,"$7,323,122"
C-686522,12/21/2016,Universal Contractors,"$1,985,194"
C-026970,12/31/2016,Acme Corp,"$8,165,786"
C-811790,2011-04-12,Universal Contractors,"$7,555,124"
C-296549,04/14/2017,Universal Contractors,"$3,750,115"
C-085076,2014-06-15,Construcciones PR,"$6,985,124"
C-606464,"Dec 31, 2018",Marina Holdings,"$4,733,314"
C-166071,"Jun 12, 2010",Bajos LLC,"$4,328,991"
C-025796,08/23/2019,Island Builders,"$7,038,593"
C-028698,"Dec 18, 2018",Marina Holdings,"$9,519,264"
C-774376,06/27/2017,Island Builders,"$1,954,812"
C-443648,07/12/2010,Universal Contractors,"$8,510,872"
C-643999,02/09/2011,Bajos LLC,"$7,956,150"
C-445092,"Nov 18, 2012",Tech Solutions,"$7,337,792"
C-626978,"Aug 09, 2013",Global Supply,"$5,934,378"
C-801183,02/22/2016,Marina Holdings,"$4,448,148"
C-035433,08/20/2019,Acme Corp,"$4,343,541"
C-174214,04/08/2018,Tech Solutions,"$51,849"
C-194005,03/27/2019,Marina Holdings,"$5,356,927"
C-759133,2019-01-21,Universal Contractors,"$8,302,701"
C-609003,06/26/2013,Global Supply,"$534,343"
C-469378,"Jul 01, 2016",Tech Solutions,"$1,935,671"
C-778324,01/26/2016,Servicios Unidos,"$5,729,013"
C-337479,"Nov 21, 2013",Construcciones PR,"$9,019,778"
C-234738,2016-05-19,Island Builders,"$5,377,703"
C-450161,"Jan 04, 2012",Bajos LLC,"$8,650,066"
C-552221,"May 01, 2013",Bajos LLC,"$5,283,035"
C-098725,2016-04-04,Servicios Unidos,"$6,240,229"
C-423331,"Mar 17, 2016",Acme Corp,"$8,213,813"
C-182670,"Aug 14, 2018",Island Builders,"$7,706,136"
C-665879,"Mar 17, 2010",Universal Contractors,"$2,239,102"
C-191689,2017-12-28,Global Supply,"$6,487,989"
C-930945,"Jan 13, 2015",Global Supply,"$4,899,173"
C-947417,09/02/2016,Marina Holdings,"$3,934,837"
C-351855,04/10/2010,Marina Holdings,"$3,047,294"
C-044687,"Jul 13, 2015",Island Builders,"$7,343,413"
C-006144,"Mar 17, 2017",Acme Corp,"$5,368,157"
C-953555,"Feb 21, 2013",Bajos LLC,"$9,408,158"
C-386984,"Feb 10, 2011",Island Builders,"$9,067,259"
C-337607,06/14/2014,Construcciones PR,"$7,798,035"
C-139501,"Jun 18, 2018",Tech Solutions,"$2,566,939"
C-805864,"May 07, 2014",Tech Solutions,"$1,797,951"
C-122364,2010-09-11,Global Supply,"$4,400,158"
C-510646,2019-01-15,Acme Corp,"$3,968,548"
C-051694,2013-07-20,Acme Corp,"$8,067,896"
C-370488,11/14/2016,Global Supply,"$7,493,166"
C-553885,"Jul 18, 2018",Island Builders,"$9,007,278"
C-194738,2011-04-29,Tech Solutions,"$3,038,003"
C-894779,10/13/2011,Bajos LLC,"$2,247,186"
C-116580,2017-02-24,Servicios Unidos,"$1,376,422"
C-376856,2013-03-28,Bajos LLC,"$7,039,530"
C-617628,06/12/2017,Acme Corp,"$3,622,046"
C-894414,"Mar 26, 2016",Bajos LLC,"$7,356,652"
C-358172,2019-05-16,Universal Contractors,"$3,050,725"
C-012426,"Aug 02, 2014",Tech Solutions,"$6,951,545"
C-462353,2017-08-31,Marina Holdings,"$3,130,998"
C-591173,05/02/2017,Global Supply,"$1,889,765"
C-822682,05/25/2015,Universal Contractors,"$3,984,017"
C-430329,12/07/2018,Island Builders,"$9,395,112"
C-215531,06/13/2011,Servicios Unidos,"$3,741,391"
C-223863,"Jul 03, 2010",Construcciones PR,"$6,985,773"
C-032354,10/31/2013,Global Supply,"$9,287,282"
C-054937,"Apr 09, 2014",Global Supply,"$8,001,022"
C-698059,07/11/2018,Bajos LLC,"$9,581,318"
C-465860,2010-07-11,Global Supply,"$7,953,265"
C-531835,2015-12-28,Global Supply,"$2,195,431"
C-716344,2012-09-22,Servicios Unidos,"$277,955"
C-780396,"Aug 25, 2014",Acme Corp,"$8,514,897"
C-526907,10/09/2011,Global Supply,"$7,443,672"
C-803309,2012-03-04,Global Supply,"$9,165,742"
C-035971,2017-06-06,Tech Solutions,"$3,832,070"
C-377044,09/28/2019,Universal Contractors,"$4,439,575"
C-583935,"Feb 18, 2012",Acme Corp,"$3,988,111"
C-146425,"Mar 23, 2013",Island Builders,"$4,588,149"
C-272561,"May 17, 2011",Universal Contractors,"$8,903,138"
C-955836,09/20/2015,Tech Solutions,"$6,313,420"
C-909936,01/05/2019,Bajos LLC,"$5,938,188"
C-839061,"Sep 18, 2012",Universal Contractors,"$2,077,519"
C-902470,09/07/2013,Universal Contractors,"$3,531,234"
C-098451,08/09/2019,Marina Holdings,"$8,999,606"
C-436313,"Oct 31, 2014",Universal Contractors,"$2,377,010"
C-053185,2015-01-18,Global Supply,"$6,646,326"
C-420711,07/15/2016,Marina Holdings,"$743,672"
C-199547,2016-01-20,Universal Contractors,"$9,357,194"
C-461738,"Mar 07, 2010",Universal Contractors,"$9,322,569"
C-870969,03/27/2012,Construcciones PR,"$6,506,273"
C-585974,07/30/2018,Universal Contractors,"$5,563,405"
C-479506,2012-06-13,Acme Corp,"$3,080,003"
C-319420,"Nov 26, 2011",Global Supply,"$1,285,315"
C-347340,"Jul 13, 2013",Marina Holdings,"$9,146,486"
C-574997,"Feb 08, 2019",Bajos LLC,"$7,808,790"
C-152431,"Jun 13, 2018",Bajos LLC,"$4,607,218"
C-322306,"Aug 05, 2015",Marina Holdings,"$9,586,324"
C-104854,"Oct 25, 2013",Marina Holdings,"$5,304,246"
C-118397,2018-05-20,Universal Contractors,"$9,948,600"
C-980964,2017-01-24,Servicios Unidos,"$2,875,155"
C-482730,2019-12-23,Global Supply,"$8,784,916"
C-540861,2014-04-26,Universal Contractors,"$5,439,355"
C-782147,"Feb 29, 2012",Global Supply,"$4,880,776"
C-831183,2010-11-25,Bajos LLC,"$2,883,699"
C-558589,03/30/2018,Servicios Unidos,"$6,807,457"
C-543960,10/01/2011,Global Supply,"$2,882,346"
C-853736,"May 26, 2014",Servicios Unidos,"$8,157,387"
C-178384,04/29/2012,Servicios Unidos,"$8,712,228"
C-850418,01/30/2012,Servicios Unidos,"$5,993,972"
C-309431,"Mar 30, 2016",Marina Holdings,"$2,565,354"
C-008135,"Nov 20, 2018",Bajos LLC,"$7,787,743"
C-896302,"Jan 01, 2010",Global Supply,"$4,567,153"
C-768701,06/08/2010,Marina Holdings,"$6,179,156"
C-464919,04/04/2014,Construcciones PR,"$7,699,152"
C-247185,12/08/2017,Marina Holdings,"$3,018,580"
C-546353,03/23/2013,Tech Solutions,"$2,327,721"
C-315898,2016-11-08,Construcciones PR,"$8,003,546"
C-687195,2014-04-12,Global Supply,"$9,994,448"
C-210491,"Aug 06, 2011",Construcciones PR,"$326,876"
C-768564,"Mar 01, 2015",Tech Solutions,"$5,322,885"
C-523943,2019-01-04,Bajos LLC,"$36,476"
C-866909,2011-09-18,Tech Solutions,"$8,814,694"
C-217700,2010-04-30,Construcciones PR,"$7,191,062"
C-155487,"Nov 16, 2010",Construcciones PR,"$4,962,033"
C-608554,10/14/2015,Tech Solutions,"$1,872,159"
C-143408,"Sep 01, 2012",Island Builders,"$2,744,635"
C-005627,2018-08-16,Universal Contractors,"$483,261"
C-933891,06/03/2017,Island Builders,"$3,985,457"
C-137110,2017-08-25,Bajos LLC,"$3,024,362"
C-430224,"Jan 11, 2017",Marina Holdings,"$9,276,484"
C-778479,02/28/2010,Marina Holdings,"$7,936,503"
C-768946,"Dec 05, 2019",Tech Solutions,"$9,259,498"
C-861229,2019-04-27,Universal Contractors,"$3,703,067"
C-873188,2018-04-16,Universal Contractors,"$946,930"
C-100977,"Jun 24, 2018",Bajos LLC,"$9,049,998"
C-965172,2019-02-12,Bajos LLC,"$6,050,316"
C-149186,"Dec 13, 2012",Tech Solutions,"$4,249,119"
C-631579,2014-10-30,Bajos LLC,"$795,543"
C-612493,11/19/2015,Bajos LLC,"$9,203,269"
C-448161,2012-12-06,Acme Corp,"$9,339,837"
C-441102,03/20/2016,Acme Corp,"$7,195,790"
C-402428,04/26/2018,Bajos LLC,"$5,000,655"
C-837995,2019-05-29,Bajos LLC,"$3,455,929"
C-181889,11/06/2010,Construcciones PR,"$4,898,259"
C-557819,2015-05-01,Servicios Unidos,"$4,346,209"
C-605377,04/01/2012,Global Supply,"$2,753,969"
C-001023,2018-08-14,Bajos LLC,"$8,219,536"
C-535964,06/12/2010,Island Builders,"$9,203,574"
C-532310,"Aug 16, 2017",Island Builders,"$3,159,163"
C-445692,2011-02-01,Island Builders,"$9,303,213"
C-113050,2012-06-11,Universal Contractors,"$3,456,779"
C-400840,"Sep 22, 2017",Servicios Unidos,"$2,197,487"
C-424777,06/16/2019,Tech Solutions,"$2,776,228"
C-088540,"May 07, 2012",Servicios Unidos,"$5,978,365"
C-634084,03/26/2013,Acme Corp,"$5,967,877"
C-064760,06/22/2010,Universal Contractors,"$2,582,136"
C-724680,2010-03-27,Global Supply,"$7,095,955"
C-240776,2010-06-08,Island Builders,"$6,935,751"
C-699269,12/13/2018,Bajos LLC,"$197,057"
C-962152,"Mar 24, 2012",Acme Corp,"$593,274"
C-383064,04/29/2013,Global Supply,"$3,860,026"
C-603631,2010-11-25,Universal Contractors,"$3,546,105"
C-879601,09/11/2012,Acme Corp,"$9,057,019"
C-318597,2015-05-11,Acme Corp,"$6,385,136"
C-795665,02/04/2011,Tech Solutions,"$8,718,651"
C-347737,"Mar 20, 2019",Global Supply,"$5,275,369"
C-103227,2010-01-19,Marina Holdings,"$4,674,832"
C-773123,10/10/2011,Servicios Unidos,"$9,769,900"
C-977885,2019-01-18,Servicios Unidos,"$3,291,211"
C-275726,03/08/2013,Global Supply,"$6,999,547"
C-119275,"May 05, 2019",Island Builders,"$6,334,615"
C-858511,"Jul 09, 2019",Universal Contractors,"$3,934,650"
C-217078,2014-01-30,Construcciones PR,"$2,711,048"
C-895183,"Dec 12, 2012",Servicios Unidos,"$612,699"
C-190349,"Feb 23, 2012",Universal Contractors,"$880,588"
C-500997,"Feb 23, 2019",Acme Corp,"$7,922,743"
C-381583,12/19/2012,Island Builders,"$6,063,097"
C-283973,09/23/2010,Tech Solutions,"$4,754,173"
C-053340,2015-06-27,Marina Holdings,"$7,242,058"
C-035303,2012-01-17,Servicios Unidos,"$4,629,910"
C-780726,2014-06-04,Island Builders,"$5,630,938"
C-503928,02/02/2012,Universal Contractors,"$3,502,241"
C-516319,04/24/2012,Acme Corp,"$3,856,857"
C-681765,06/26/2012,Construcciones PR,"$9,282,799"
C-281063,2015-02-20,Construcciones PR,"$1,440,707"
C-445651,"Apr 17, 2014",Acme Corp,"$1,013,398"
C-454600,"Nov 13, 2015",Marina Holdings,"$8,303,313"
C-931874,2012-08-10,Tech Solutions,"$3,068,199"
C-155493,"May 09, 2010",Global Supply,"$8,102,133"
C-004016,2019-06-01,Servicios Unidos,"$9,967,789"
C-471450,08/14/2011,Construcciones PR,"$1,716,133"
C-694508,"Aug 26, 2019",Marina Holdings,"$5,471,837"
C-478530,2019-07-25,Universal Contractors,"$1,752,036"
C-654535,2014-03-30,Acme Corp,"$3,312,549"
C-570026,"Feb 10, 2018",Acme Corp,"$1,284,455"
C-558549,2018-05-03,Construcciones PR,"$5,937,133"
C-324636,"Jul 21, 2015",Universal Contractors,"$3,942,835"
C-609479,"Feb 17, 2010",Construcciones PR,"$7,960,053"
C-665736,07/15/2014,Acme Corp,"$8,902,517"
C-903265,"Dec 29, 2014",Tech Solutions,"$1,853,549"
C-580453,2018-12-21,Universal Contractors,"$2,133,370"
C-747562,02/03/2015,Global Supply,"$8,562,815"
C-529641,02/04/2018,Global Supply,"$3,682,414"
C-136202,2010-10-23,Construcciones PR,"$3,704,182"
C-699000,2013-06-26,Universal Contractors,"$6,571,927"
C-335163,08/10/2016,Global Supply,"$8,732,600"
C-239975,2019-05-11,Bajos LLC,"$8,733,774"
C-895475,2011-02-23,Island Builders,"$4,087,059"
C-077041,01/26/2019,Acme Corp,"$7,529,850"
C-036682,2016-09-07,Universal Contractors,"$6,851,724"
C-520202,11/11/2010,Universal Contractors,"$5,923,611"
C-814722,01/23/2012,Bajos LLC,"$2,174,726"
